epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,2308.04,0.87942,2.2103,0.71948,1.1491,0.43226,0.45455,0.39487,0.15975,0.44801,0.36364,0.28357,0.11527,2.26539,5.01434,2.23446,2.59277,0.0011684,0.0011684,0.0011684
128,2325.84,0.85768,2.08673,0.72416,1.14193,0.52006,0.54545,0.41041,0.15293,0.43198,0.36364,0.26243,0.10256,2.24411,5.14306,2.467,2.53022,0.0011618,0.0011618,0.0011618
129,2343.59,0.87548,2.21049,0.71947,1.12408,0.44953,0.45455,0.3404,0.15567,0.4194,0.42424,0.26319,0.08654,2.21923,5.13882,2.46983,2.5218,0.0011552,0.0011552,0.0011552
130,2361.36,0.83517,2.07941,0.68445,1.09961,0.49369,0.45455,0.32588,0.14687,0.46038,0.42424,0.26227,0.09181,2.20673,4.98607,2.57172,2.62855,0.0011486,0.0011486,0.0011486
131,2379.44,0.88179,2.32214,0.75582,1.14057,0.49389,0.42424,0.30261,0.1296,0.50419,0.45455,0.30822,0.09705,2.14596,4.49748,2.6562,2.44772,0.001142,0.001142,0.001142
132,2397.23,0.84257,1.98473,0.69636,1.11985,0.48024,0.42424,0.3676,0.15408,0.48024,0.42424,0.324,0.11518,2.16772,4.3082,2.66436,2.42131,0.0011354,0.0011354,0.0011354
133,2415.18,0.8978,2.12496,0.7065,1.11879,0.45549,0.36364,0.34452,0.13923,0.32404,0.39394,0.28878,0.10807,2.19534,4.36848,2.65101,2.43825,0.0011288,0.0011288,0.0011288
134,2433.25,0.86263,2.09635,0.71747,1.13404,0.53799,0.33333,0.34367,0.1469,0.39079,0.24242,0.26038,0.11331,2.15327,4.43157,2.67498,2.4699,0.0011222,0.0011222,0.0011222
135,2450.87,0.87772,2.19073,0.75635,1.18925,0.5654,0.33333,0.32796,0.15485,0.46197,0.27273,0.26842,0.12194,2.0938,4.18872,2.58631,2.32963,0.0011156,0.0011156,0.0011156
136,2468.5,0.84873,2.14617,0.71933,1.14682,0.49057,0.39394,0.36163,0.15728,0.41981,0.33333,0.28593,0.11365,2.12333,4.4763,2.40061,2.32685,0.001109,0.001109,0.001109
137,2486.2,0.88463,2.20696,0.73704,1.14876,0.47412,0.45455,0.38537,0.18604,0.37828,0.39394,0.32435,0.10683,2.08212,4.76252,2.26578,2.28308,0.0011024,0.0011024,0.0011024
138,2504.18,0.82375,2.16649,0.70202,1.10657,0.4401,0.45455,0.39439,0.20041,0.3592,0.42424,0.27765,0.11255,2.06529,4.58886,2.16519,2.23156,0.0010958,0.0010958,0.0010958
139,2521.86,0.84592,2.0609,0.7169,1.14504,0.45572,0.42424,0.36979,0.18227,0.35199,0.42424,0.29678,0.11479,2.18284,4.38547,2.0654,2.38171,0.0010892,0.0010892,0.0010892
140,2539.68,0.83058,2.11986,0.65939,1.1175,0.46768,0.45266,0.38704,0.16685,0.37766,0.39394,0.31505,0.12648,2.20378,4.27849,2.10759,2.42283,0.0010826,0.0010826,0.0010826
141,2557.32,0.8036,2.14933,0.70244,1.1278,0.42478,0.42521,0.35618,0.16099,0.38911,0.42424,0.30533,0.11177,2.25502,4.53954,2.11897,2.45756,0.001076,0.001076,0.001076
142,2574.79,0.84028,2.21481,0.70105,1.12743,0.43376,0.45455,0.36919,0.14312,0.27877,0.36364,0.2187,0.07978,2.35443,4.82291,2.14108,2.57745,0.0010694,0.0010694,0.0010694
143,2592.53,0.81573,2.04725,0.66627,1.09701,0.59502,0.30303,0.34721,0.1498,0.43487,0.21212,0.19173,0.06524,2.34215,5.02181,2.15867,2.56787,0.0010628,0.0010628,0.0010628
144,2610.41,0.84926,2.12448,0.68585,1.13522,0.41609,0.48485,0.36673,0.15225,0.35036,0.24242,0.18639,0.08481,2.34419,4.88103,2.27238,2.53602,0.0010562,0.0010562,0.0010562
145,2628.46,0.79535,1.97383,0.66137,1.08279,0.42661,0.39394,0.37508,0.1535,0.32765,0.30303,0.26251,0.09029,2.32485,4.86311,2.31864,2.55508,0.0010496,0.0010496,0.0010496
146,2646.4,0.82651,2.03098,0.67094,1.09537,0.39524,0.47547,0.37644,0.16189,0.29023,0.34714,0.2922,0.10175,2.22057,4.73911,2.39709,2.44373,0.001043,0.001043,0.001043
147,2664.34,0.82571,2.09385,0.6888,1.09747,0.40817,0.4599,0.37344,0.15206,0.28715,0.32967,0.25742,0.0955,2.14335,4.64719,2.44681,2.37407,0.0010364,0.0010364,0.0010364
148,2682.65,0.85438,2.21422,0.68023,1.11038,0.44067,0.39394,0.37047,0.14815,0.28878,0.36364,0.25624,0.09609,2.16579,4.7261,2.4885,2.39628,0.0010298,0.0010298,0.0010298
149,2700.72,0.8146,2.16788,0.68952,1.10624,0.43593,0.42424,0.32782,0.13598,0.34732,0.36364,0.22229,0.08055,2.22794,5.03144,2.43395,2.56263,0.0010232,0.0010232,0.0010232
150,2718.72,0.77881,2.10834,0.67062,1.08444,0.41001,0.40027,0.30675,0.13079,0.32149,0.30303,0.17863,0.07091,2.18659,5.18503,2.55216,2.58485,0.0010166,0.0010166,0.0010166
151,2736.51,0.77974,2.01134,0.64933,1.09507,0.42619,0.30303,0.24572,0.12055,0.34095,0.24242,0.13975,0.05543,2.17026,5.25049,2.70221,2.57512,0.00101,0.00101,0.00101
152,2753.97,0.82357,1.98773,0.65737,1.12101,0.41878,0.30303,0.22797,0.10501,0.33302,0.24242,0.13685,0.0548,2.18408,5.26093,2.7722,2.57749,0.0010034,0.0010034,0.0010034
153,2771.69,0.80932,2.2209,0.67855,1.11866,0.37997,0.30303,0.22966,0.10344,0.30344,0.24242,0.13018,0.05357,2.23085,5.34283,2.72882,2.61413,0.0009968,0.0009968,0.0009968
154,2789.66,0.77039,2.0089,0.66517,1.08539,0.39166,0.36364,0.23967,0.10397,0.29362,0.27273,0.12979,0.03716,2.28055,5.35449,2.76237,2.53154,0.0009902,0.0009902,0.0009902
155,2807.18,0.78915,2.04465,0.6575,1.0847,0.52571,0.33333,0.27092,0.10425,0.24735,0.29885,0.15243,0.03255,2.28878,5.20278,2.76316,2.43368,0.0009836,0.0009836,0.0009836
156,2824.97,0.81148,2.13542,0.66057,1.09549,0.49889,0.33333,0.26517,0.10792,0.25092,0.27273,0.13787,0.03487,2.23478,5.11657,2.78297,2.39247,0.000977,0.000977,0.000977
157,2842.95,0.7952,1.99904,0.65342,1.08765,0.40005,0.39394,0.29089,0.12032,0.27684,0.27273,0.13168,0.03274,2.25026,4.87382,2.89865,2.40089,0.0009704,0.0009704,0.0009704
158,2860.82,0.81466,2.03861,0.68923,1.10809,0.40343,0.39394,0.30093,0.12103,0.30494,0.30303,0.16503,0.0395,2.30168,4.90624,2.936,2.45372,0.0009638,0.0009638,0.0009638
159,2878.46,0.75928,2.03627,0.63004,1.07509,0.43812,0.45455,0.32559,0.11665,0.28195,0.30303,0.15492,0.04366,2.33497,4.84597,2.92975,2.45984,0.0009572,0.0009572,0.0009572
160,2896.41,0.77393,2.15674,0.64158,1.0778,0.41347,0.42424,0.29612,0.11378,0.24807,0.27273,0.13762,0.03861,2.35371,5.02322,2.82816,2.49736,0.0009506,0.0009506,0.0009506
161,2914.46,0.81728,2.05407,0.67447,1.10612,0.39114,0.42424,0.26078,0.10372,0.25159,0.27273,0.11331,0.02796,2.27958,5.00864,2.74411,2.4307,0.000944,0.000944,0.000944
162,2932.26,0.81838,2.12173,0.68383,1.11606,0.40311,0.39394,0.26603,0.10702,0.25628,0.27273,0.11238,0.03315,2.25733,5.2132,2.65321,2.41544,0.0009374,0.0009374,0.0009374
163,2949.92,0.79127,2.0263,0.6878,1.11295,0.44104,0.36364,0.28434,0.11277,0.269,0.30303,0.13632,0.03872,2.3324,5.0639,2.49476,2.50271,0.0009308,0.0009308,0.0009308
164,2967.51,0.79093,2.00786,0.65689,1.08006,0.46443,0.39394,0.31374,0.118,0.22433,0.30681,0.14428,0.05172,2.37822,4.85335,2.45162,2.55072,0.0009242,0.0009242,0.0009242
165,2985.61,0.73629,1.95862,0.60801,1.05992,0.54232,0.30303,0.3269,0.13236,0.29982,0.33333,0.22215,0.07173,2.33456,4.65631,2.43812,2.52703,0.0009176,0.0009176,0.0009176
166,3003.55,0.7671,2.00142,0.63741,1.08835,0.4667,0.36364,0.34233,0.1367,0.38783,0.30303,0.22671,0.08282,2.35164,4.58421,2.29605,2.55211,0.000911,0.000911,0.000911
167,3021.35,0.76611,2.03808,0.64446,1.08318,0.35236,0.51515,0.38645,0.15208,0.49269,0.38287,0.32074,0.09825,2.22207,4.28248,2.0999,2.43676,0.0009044,0.0009044,0.0009044
168,3039.45,0.76416,1.98438,0.62632,1.06898,0.49516,0.48485,0.41227,0.18062,0.46316,0.45455,0.34481,0.12523,2.17793,4.13998,1.99518,2.34073,0.0008978,0.0008978,0.0008978
169,3057.53,0.72088,1.82758,0.60197,1.04655,0.44942,0.54545,0.40962,0.18228,0.41918,0.43761,0.34168,0.13426,2.2044,4.01913,2.06119,2.37887,0.0008912,0.0008912,0.0008912
170,3075.26,0.77641,1.91809,0.61764,1.08719,0.45066,0.45455,0.36584,0.16569,0.41936,0.42424,0.33564,0.1202,2.20685,3.98263,2.23301,2.37601,0.0008846,0.0008846,0.0008846
171,3093.01,0.78437,2.18209,0.65541,1.1029,0.3985,0.50208,0.3296,0.15468,0.33219,0.39394,0.25982,0.10127,2.23039,3.97742,2.40429,2.3028,0.000878,0.000878,0.000878
172,3110.48,0.82356,2.10752,0.68233,1.14993,0.33284,0.45455,0.3006,0.149,0.2637,0.36364,0.24359,0.09213,2.2402,4.16173,2.44002,2.36353,0.0008714,0.0008714,0.0008714
173,3128.16,0.76489,2.01255,0.63043,1.06448,0.34078,0.42424,0.28307,0.1405,0.252,0.36364,0.22945,0.08695,2.21525,4.30967,2.36904,2.37864,0.0008648,0.0008648,0.0008648
174,3145.8,0.75478,1.99017,0.63475,1.08129,0.39499,0.42424,0.27561,0.12884,0.3361,0.35305,0.25759,0.08467,2.16503,4.20843,2.30865,2.3596,0.0008582,0.0008582,0.0008582
175,3163.64,0.70898,1.80875,0.60072,1.04637,0.36118,0.49701,0.29661,0.13883,0.29915,0.51515,0.27813,0.09173,2.1876,4.22563,2.32914,2.39722,0.0008516,0.0008516,0.0008516
176,3181.28,0.72714,1.94365,0.60313,1.06187,0.36069,0.51515,0.29733,0.13338,0.3122,0.54545,0.25565,0.08484,2.21533,4.55223,2.36358,2.42932,0.000845,0.000845,0.000845
177,3199.05,0.72041,1.80822,0.6148,1.06337,0.35746,0.51515,0.30832,0.1365,0.29531,0.48485,0.27218,0.08507,2.17495,4.59495,2.40487,2.32354,0.0008384,0.0008384,0.0008384
178,3216.91,0.75715,1.93465,0.60495,1.07061,0.37081,0.51515,0.31961,0.13678,0.30887,0.42424,0.27733,0.08328,2.10509,4.52798,2.44859,2.28973,0.0008318,0.0008318,0.0008318
179,3234.67,0.73348,1.85082,0.61326,1.04578,0.37136,0.48485,0.32199,0.13751,0.2477,0.46906,0.26852,0.08243,2.11962,4.44312,2.55775,2.33568,0.0008252,0.0008252,0.0008252
180,3252.48,0.73345,1.9022,0.64524,1.06303,0.37973,0.54545,0.31326,0.12513,0.3074,0.45734,0.27177,0.0769,2.1051,4.55852,2.55852,2.36601,0.0008186,0.0008186,0.0008186
181,3270.27,0.74938,1.95105,0.6161,1.09597,0.32738,0.42781,0.30664,0.12177,0.26005,0.36364,0.2275,0.05586,2.1258,4.69669,2.5769,2.40925,0.000812,0.000812,0.000812
182,3287.79,0.73443,1.96273,0.61092,1.08218,0.3273,0.42424,0.29301,0.11836,0.21836,0.30303,0.15302,0.0355,2.19417,4.71298,2.57879,2.45257,0.0008054,0.0008054,0.0008054
183,3305.67,0.77092,1.8912,0.61439,1.07642,0.5294,0.24242,0.2613,0.10859,0.46556,0.21212,0.2263,0.0453,2.20988,4.88899,2.56086,2.47481,0.0007988,0.0007988,0.0007988
184,3323.54,0.76755,1.93913,0.62786,1.08557,0.34778,0.30303,0.26513,0.11518,0.31248,0.27273,0.23282,0.07481,2.22358,4.68684,2.62859,2.41983,0.0007922,0.0007922,0.0007922
185,3341.31,0.73687,1.80499,0.61205,1.04495,0.42408,0.35721,0.29123,0.11594,0.36405,0.30303,0.25498,0.08819,2.1369,4.36182,2.71518,2.31752,0.0007856,0.0007856,0.0007856
186,3359.11,0.71051,1.73411,0.59336,1.05921,0.46062,0.38834,0.26974,0.10557,0.39157,0.3316,0.22806,0.07902,2.0973,4.27481,2.7055,2.27827,0.000779,0.000779,0.000779
187,3376.78,0.73568,1.87845,0.64063,1.06264,0.43778,0.42424,0.3324,0.11278,0.31161,0.30303,0.21027,0.07449,2.06758,4.1464,2.77984,2.26613,0.0007724,0.0007724,0.0007724
188,3394.63,0.72228,1.96976,0.61238,1.04755,0.60515,0.30303,0.34342,0.11816,0.42213,0.21212,0.21733,0.07202,2.0474,4.29133,2.79765,2.23476,0.0007658,0.0007658,0.0007658
189,3412.61,0.70896,1.80349,0.5803,1.0384,0.3808,0.42424,0.33246,0.11766,0.44413,0.21212,0.18746,0.06207,2.12882,4.46582,2.64056,2.28313,0.0007592,0.0007592,0.0007592
190,3430.42,0.70142,1.79586,0.6027,1.03757,0.496,0.35807,0.3329,0.11371,0.31505,0.27273,0.18887,0.05836,2.14403,4.63666,2.53604,2.32876,0.0007526,0.0007526,0.0007526
191,3448.02,0.71507,1.91252,0.57024,1.07912,0.47801,0.42424,0.33142,0.116,0.37331,0.27273,0.17091,0.04862,2.21542,4.85018,2.55741,2.4432,0.000746,0.000746,0.000746
192,3465.67,0.72394,1.94439,0.63397,1.07234,0.60519,0.36364,0.32692,0.11357,0.40263,0.27273,0.16614,0.04149,2.27095,5.01891,2.6344,2.48915,0.0007394,0.0007394,0.0007394
193,3483.35,0.7124,1.91304,0.61787,1.05953,0.45134,0.39394,0.27133,0.0966,0.20848,0.24242,0.12969,0.03125,2.28834,5.29657,2.77808,2.50458,0.0007328,0.0007328,0.0007328
194,3501.15,0.71289,1.81878,0.56625,1.02794,0.44917,0.36364,0.27293,0.10031,0.15023,0.21212,0.0848,0.02503,2.34389,5.42894,2.71033,2.66701,0.0007262,0.0007262,0.0007262
195,3519,0.70647,1.82255,0.56735,1.05879,0.46773,0.33333,0.2615,0.10251,0.31174,0.21212,0.15038,0.027,2.40234,5.37278,2.7474,2.74582,0.0007196,0.0007196,0.0007196
196,3537,0.74712,1.85494,0.60587,1.06555,0.44456,0.33333,0.26671,0.09407,0.32269,0.24242,0.16166,0.03939,2.41558,5.33941,2.71941,2.73268,0.000713,0.000713,0.000713
197,3555.07,0.74488,1.90868,0.58754,1.07424,0.46022,0.36364,0.32511,0.11027,0.30592,0.24242,0.15936,0.04032,2.41758,5.27519,2.77107,2.67093,0.0007064,0.0007064,0.0007064
198,3572.91,0.69852,1.78884,0.5742,1.05392,0.46547,0.39394,0.3153,0.10469,0.23069,0.29993,0.17473,0.04768,2.44086,5.37535,2.69567,2.68426,0.0006998,0.0006998,0.0006998
199,3590.93,0.80007,1.95039,0.63175,1.10507,0.49354,0.42424,0.33968,0.11505,0.21474,0.30303,0.16537,0.04768,2.3713,5.36878,2.64395,2.5297,0.0006932,0.0006932,0.0006932
200,3608.73,0.746,1.80892,0.58666,1.05702,0.4533,0.42424,0.30992,0.11911,0.29251,0.27273,0.15474,0.05237,2.3203,5.16299,2.55072,2.44368,0.0006866,0.0006866,0.0006866
201,3626.63,0.73356,1.95917,0.6004,1.05867,0.43695,0.39394,0.32688,0.15112,0.39157,0.33333,0.27035,0.07107,2.18069,5.04827,2.41029,2.32133,0.00068,0.00068,0.00068
202,3644.52,0.75095,1.9146,0.61414,1.07383,0.44379,0.39394,0.34051,0.1551,0.37533,0.33333,0.27367,0.08958,2.19333,4.93467,2.32641,2.33874,0.0006734,0.0006734,0.0006734
203,3662.11,0.66694,1.67931,0.55646,1.02854,0.53146,0.39394,0.36237,0.15827,0.45797,0.33333,0.31036,0.10159,2.16313,4.81908,2.37912,2.30867,0.0006668,0.0006668,0.0006668
204,3679.75,0.69051,1.82165,0.58347,1.04167,0.44322,0.48485,0.395,0.16517,0.45142,0.33333,0.33052,0.12662,2.15332,4.73613,2.4086,2.28475,0.0006602,0.0006602,0.0006602
205,3697.56,0.7078,1.89147,0.58224,1.06337,0.53306,0.42424,0.38498,0.16072,0.53707,0.39394,0.3743,0.13623,2.10444,4.58406,2.43404,2.24243,0.0006536,0.0006536,0.0006536
206,3715.41,0.68763,1.71295,0.57478,1.03555,0.48297,0.42424,0.36182,0.16933,0.41807,0.45455,0.37713,0.13681,2.05652,4.62558,2.43474,2.23068,0.000647,0.000647,0.000647
207,3733.43,0.69927,1.79074,0.57054,1.02789,0.41875,0.45455,0.38339,0.16952,0.44166,0.47954,0.36833,0.14362,2.00181,4.58958,2.42929,2.1674,0.0006404,0.0006404,0.0006404
208,3751.23,0.71614,1.89769,0.5788,1.08181,0.56137,0.33333,0.37459,0.15906,0.3683,0.42424,0.30477,0.13465,2.00206,4.56684,2.51872,2.18439,0.0006338,0.0006338,0.0006338
209,3768.74,0.67673,1.84242,0.555,1.031,0.51698,0.33333,0.35959,0.15262,0.42278,0.27273,0.27524,0.12726,2.10395,4.61246,2.49045,2.34902,0.0006272,0.0006272,0.0006272
210,3786.49,0.68123,1.77474,0.56372,1.0292,0.46784,0.33333,0.30214,0.13057,0.38186,0.27273,0.24464,0.11347,2.21164,4.68361,2.48565,2.50348,0.0006206,0.0006206,0.0006206
211,3804.14,0.64205,1.66732,0.55927,1.01438,0.46446,0.33333,0.33719,0.12459,0.34262,0.27273,0.23152,0.10011,2.25364,4.86458,2.53433,2.55745,0.000614,0.000614,0.000614
212,3821.86,0.68988,1.78628,0.56909,1.04545,0.40726,0.375,0.31226,0.12774,0.33268,0.30303,0.2349,0.09714,2.26999,4.85945,2.51001,2.56688,0.0006074,0.0006074,0.0006074
213,3839.97,0.6447,1.73741,0.53703,1.01456,0.48666,0.36364,0.31821,0.13427,0.38288,0.30303,0.25382,0.10387,2.24554,4.70932,2.43916,2.53462,0.0006008,0.0006008,0.0006008
214,3857.83,0.69659,1.77299,0.56188,1.02901,0.41742,0.36364,0.27812,0.12684,0.37903,0.33333,0.26115,0.10328,2.22574,4.58943,2.39686,2.52933,0.0005942,0.0005942,0.0005942
215,3875.8,0.6772,1.78276,0.55466,1.01856,0.43686,0.36364,0.27807,0.12819,0.41767,0.36364,0.25856,0.10293,2.20774,4.58685,2.40237,2.4852,0.0005876,0.0005876,0.0005876
216,3893.96,0.68752,1.81376,0.56838,1.03651,0.42975,0.39394,0.29657,0.12324,0.42442,0.36364,0.26376,0.0904,2.24468,4.55547,2.36798,2.47198,0.000581,0.000581,0.000581
217,3911.95,0.66017,1.74254,0.55103,1.02133,0.41638,0.39394,0.29518,0.1171,0.42566,0.39394,0.27021,0.07934,2.25474,4.4307,2.414,2.48897,0.0005744,0.0005744,0.0005744
218,3929.57,0.67073,1.75352,0.58361,1.03643,0.4959,0.45455,0.3202,0.11735,0.41453,0.36364,0.26451,0.08098,2.28034,4.3809,2.40794,2.52199,0.0005678,0.0005678,0.0005678
219,3947.89,0.66766,1.75377,0.54419,1.00558,0.49437,0.39394,0.3238,0.1217,0.32994,0.36364,0.28682,0.08585,2.25736,4.3963,2.45447,2.50444,0.0005612,0.0005612,0.0005612
220,3965.7,0.6118,1.62471,0.50741,0.9951,0.49069,0.39394,0.34531,0.13646,0.40572,0.33333,0.30537,0.08744,2.2516,4.25201,2.43342,2.47037,0.0005546,0.0005546,0.0005546
221,3983.24,0.64182,1.52432,0.54429,1.0261,0.49157,0.39394,0.3515,0.13738,0.41467,0.33333,0.31154,0.09542,2.20678,4.22456,2.39626,2.44659,0.000548,0.000548,0.000548
222,4001.09,0.67812,1.77649,0.56543,1.03867,0.36581,0.48485,0.33624,0.13209,0.40013,0.39394,0.31458,0.10211,2.21669,4.10519,2.40262,2.47099,0.0005414,0.0005414,0.0005414
223,4018.79,0.67116,1.73329,0.53902,1.04101,0.3719,0.42424,0.32446,0.12899,0.36228,0.43049,0.31166,0.10218,2.1831,4.05888,2.40347,2.44298,0.0005348,0.0005348,0.0005348
224,4036.46,0.6183,1.76745,0.53949,1.01808,0.37864,0.45455,0.31848,0.12299,0.35272,0.42424,0.28888,0.09604,2.19492,4.04841,2.43082,2.43532,0.0005282,0.0005282,0.0005282
225,4054.08,0.6283,1.58809,0.54107,1.01233,0.35774,0.45576,0.3074,0.11293,0.34599,0.48485,0.28664,0.09163,2.18125,4.05335,2.45835,2.41113,0.0005216,0.0005216,0.0005216
226,4071.95,0.69922,1.7634,0.56533,1.04986,0.38919,0.46355,0.285,0.11704,0.33836,0.45455,0.26292,0.08812,2.14951,4.24314,2.45171,2.42642,0.000515,0.000515,0.000515
227,4089.62,0.64858,1.74359,0.54247,1.03177,0.39163,0.46837,0.29659,0.11724,0.35899,0.45455,0.24838,0.08085,2.14109,4.29585,2.45504,2.39187,0.0005084,0.0005084,0.0005084
228,4107.63,0.63316,1.68787,0.52635,1.01149,0.40241,0.51515,0.29624,0.11683,0.32689,0.42424,0.23275,0.08369,2.1836,4.30626,2.37828,2.45002,0.0005018,0.0005018,0.0005018
229,4125.8,0.64983,1.69963,0.57453,1.01472,0.43499,0.51331,0.30288,0.11538,0.38458,0.45448,0.25275,0.08444,2.20624,4.26962,2.37307,2.43831,0.0004952,0.0004952,0.0004952
230,4143.85,0.70905,1.84132,0.57375,1.03796,0.34586,0.51275,0.26788,0.11217,0.34586,0.51275,0.25729,0.08451,2.22665,4.22664,2.39714,2.41545,0.0004886,0.0004886,0.0004886
231,4161.44,0.64194,1.72612,0.5308,1.04204,0.37176,0.48418,0.26481,0.10945,0.37176,0.48418,0.25372,0.08749,2.19415,4.24306,2.48107,2.36197,0.000482,0.000482,0.000482
232,4179.28,0.5868,1.62956,0.49152,0.98308,0.38367,0.45455,0.2667,0.109,0.40701,0.48485,0.27346,0.09078,2.1565,4.20772,2.52017,2.33567,0.0004754,0.0004754,0.0004754
233,4197.49,0.64328,1.62427,0.5281,0.9936,0.40323,0.42424,0.28425,0.10678,0.37034,0.45455,0.24617,0.08703,2.2066,4.16071,2.58398,2.38506,0.0004688,0.0004688,0.0004688
234,4215.35,0.62452,1.6226,0.5168,1.01064,0.34133,0.45542,0.28555,0.11032,0.34945,0.45455,0.25437,0.09336,2.14054,4.13399,2.71544,2.30075,0.0004622,0.0004622,0.0004622
235,4233.08,0.62455,1.63918,0.51742,0.99601,0.34661,0.48485,0.28988,0.11569,0.32304,0.45455,0.27426,0.10112,2.08084,4.13467,2.76948,2.22137,0.0004556,0.0004556,0.0004556
236,4250.83,0.60429,1.58318,0.50224,0.98384,0.36192,0.48485,0.3059,0.1349,0.33539,0.45455,0.26957,0.09557,2.02912,3.94756,2.73946,2.16327,0.000449,0.000449,0.000449
237,4269.09,0.64979,1.89191,0.53786,1.00864,0.35587,0.45455,0.30707,0.13752,0.35587,0.45455,0.28219,0.10404,1.99365,3.92042,2.72629,2.12441,0.0004424,0.0004424,0.0004424
238,4286.97,0.65672,1.74958,0.55587,1.0355,0.39261,0.45455,0.31436,0.13814,0.39598,0.45455,0.30429,0.11043,1.99564,3.81489,2.67928,2.11696,0.0004358,0.0004358,0.0004358
239,4305.11,0.64485,1.75999,0.51723,1.00758,0.41443,0.42424,0.33004,0.14829,0.41443,0.42424,0.33556,0.12654,2.04086,3.81454,2.56665,2.21746,0.0004292,0.0004292,0.0004292
240,4323.51,0.62365,1.67614,0.50728,0.97337,0.41941,0.41611,0.33071,0.15584,0.41941,0.41611,0.33403,0.12988,2.05461,3.76576,2.5435,2.23895,0.0004226,0.0004226,0.0004226
241,4341.33,0.59578,1.53242,0.50511,0.97357,0.41229,0.39394,0.32143,0.15239,0.37962,0.36364,0.28594,0.12281,2.02645,3.70762,2.58248,2.1882,0.000416,0.000416,0.000416
242,4359.06,0.62162,1.73232,0.51865,1.01702,0.47757,0.36024,0.32509,0.1411,0.37655,0.36364,0.27099,0.11501,2.07044,3.76349,2.57685,2.22873,0.0004094,0.0004094,0.0004094
243,4376.78,0.60927,1.68868,0.52274,1.00009,0.46004,0.39394,0.31352,0.13732,0.37109,0.33333,0.28608,0.1095,2.04871,3.79079,2.67668,2.11819,0.0004028,0.0004028,0.0004028
244,4394.67,0.62878,1.68488,0.51726,1.00285,0.47805,0.39394,0.33103,0.14391,0.40014,0.33333,0.2864,0.10272,2.01439,3.77532,2.72952,2.08879,0.0003962,0.0003962,0.0003962
245,4412.79,0.66005,1.76238,0.53657,1.02764,0.51045,0.36364,0.3321,0.13133,0.35188,0.30303,0.24957,0.08565,2.01901,3.89544,2.74305,2.06952,0.0003896,0.0003896,0.0003896
246,4430.65,0.62581,1.66397,0.54439,1.01319,0.50038,0.36364,0.32992,0.15143,0.33236,0.36364,0.26976,0.0999,2.01205,3.93557,2.73489,2.04949,0.000383,0.000383,0.000383
247,4448.47,0.59461,1.6194,0.55154,1.0024,0.41681,0.45455,0.33187,0.16211,0.33311,0.36364,0.2583,0.10665,2.03984,4.04173,2.69132,2.08733,0.0003764,0.0003764,0.0003764
248,4466.65,0.62684,1.65814,0.52204,0.9961,0.4459,0.45455,0.34786,0.16961,0.35378,0.36364,0.28193,0.11882,2.01558,3.93534,2.63062,2.05625,0.0003698,0.0003698,0.0003698
249,4484.62,0.62126,1.58113,0.5047,0.99974,0.42757,0.45455,0.33525,0.16516,0.39613,0.39394,0.30656,0.12721,2.03666,4.05011,2.57604,2.10113,0.0003632,0.0003632,0.0003632
250,4503.29,0.61583,1.68372,0.50844,1.01859,0.37085,0.39394,0.34015,0.16663,0.32137,0.42424,0.30909,0.12582,2.06895,4.16137,2.56154,2.1449,0.0003566,0.0003566,0.0003566
251,4521.45,0.62519,1.60125,0.50125,1.01377,0.42461,0.48485,0.35679,0.15746,0.37097,0.42424,0.31559,0.12611,2.12793,4.26655,2.57278,2.21046,0.00035,0.00035,0.00035
252,4539.01,0.65288,1.60467,0.53534,1.01919,0.38843,0.48485,0.34422,0.13827,0.33253,0.42275,0.28572,0.10756,2.17042,4.38304,2.55416,2.31188,0.0003434,0.0003434,0.0003434
253,4556.94,0.60589,1.59703,0.51829,1.00354,0.37818,0.48485,0.35886,0.1389,0.31906,0.41193,0.29352,0.10638,2.18541,4.25932,2.56407,2.35529,0.0003368,0.0003368,0.0003368
254,4574.41,0.59394,1.57044,0.52106,0.98864,0.36147,0.48485,0.34971,0.13864,0.33419,0.45455,0.31258,0.10222,2.2076,4.32697,2.54476,2.42145,0.0003302,0.0003302,0.0003302
255,4592.05,0.59103,1.56761,0.5132,0.99069,0.46628,0.42361,0.36463,0.14215,0.32797,0.45455,0.30855,0.10006,2.20386,4.30571,2.54301,2.4316,0.0003236,0.0003236,0.0003236
256,4609.99,0.61733,1.64642,0.50712,1.00032,0.44131,0.43102,0.37928,0.14728,0.25775,0.36838,0.25736,0.09509,2.19375,4.33727,2.57457,2.40047,0.000317,0.000317,0.000317
257,4627.94,0.59963,1.57398,0.5173,1.00064,0.47631,0.48485,0.37709,0.15503,0.25451,0.37256,0.25636,0.09343,2.13253,4.48146,2.61584,2.35631,0.0003104,0.0003104,0.0003104
258,4645.81,0.56351,1.40286,0.47868,0.96858,0.44324,0.48485,0.36316,0.15331,0.26694,0.39394,0.2391,0.08405,2.1084,4.43421,2.63907,2.33193,0.0003038,0.0003038,0.0003038
