epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.9651,2.11308,6.3359,2.98821,2.15632,0.01389,0.75758,0.10258,0.05681,0.01278,0.69697,0.09203,0.04024,1.62303,3.72405,2.96104,1.77128,6e-05,6e-05,6e-05
2,38.3975,1.80041,5.0913,2.8008,1.94428,0.015,0.81818,0.23789,0.10936,0.015,0.81818,0.14506,0.06829,1.54279,3.58894,2.87999,1.71444,0.000139307,0.000139307,0.000139307
